lokasi,harga,kamar_tidur,kamar_mandi,luas_bangunan,rumah_luas_lahan,keamanan24jam,taman,lahan_parkir,balcony,AC
sawangan,1200000000,2.0,2.0,75.0,84.0,yes,yes,1.0,no,yes
depok,925000000,3.0,3.0,80.0,83.0,no,yes,1.0,no,no
cilodong,685000000,2.0,2.0,60.0,90.0,yes,yes,1.0,no,no
cilodong,925425000,3.0,3.0,80.0,83.0,yes,yes,1.0,yes,yes
cilodong,735000000,2.0,2.0,60.0,70.0,yes,yes,1.0,no,yes
cilodong,922000000,3.0,3.0,80.0,80.0,yes,yes,2.0,yes,yes
cilodong,681000000,2.0,2.0,60.0,90.0,yes,yes,1.0,no,yes
cilodong,698000000,2.0,1.0,45.0,94.0,yes,yes,1.0,no,yes
cilodong,925000000,3.0,3.0,80.0,81.0,yes,yes,1.0,yes,yes
sukmajaya,925000000,3.0,3.0,80.0,81.0,yes,yes,1.0,yes,yes
cilodong,1050000000,3.0,3.0,120.0,89.0,yes,yes,1.0,no,yes
pancoran mas,850000000,3.0,3.0,80.0,68.0,yes,yes,1.0,yes,yes
cilodong,685000000,2.0,2.0,60.0,82.0,yes,yes,1.0,no,no
cilodong,950000000,3.0,3.0,80.0,80.0,yes,yes,1.0,no,yes
cilodong,705000000,2.0,2.0,55.0,82.0,yes,yes,1.0,no,yes
cilodong,951000000,3.0,3.0,80.0,80.0,yes,yes,1.0,yes,yes
sawangan,348000000,2.0,1.0,32.0,60.0,no,no,1.0,no,no
cilodong,535000000,2.0,1.0,36.0,65.0,yes,yes,1.0,no,yes
cilodong,945000000,3.0,2.0,65.0,84.0,yes,no,1.0,yes,no
bojongsari,1900000000,3.0,3.0,110.0,98.0,yes,yes,2.0,yes,no
bojongsari,3500000000,4.0,4.0,184.0,189.0,yes,yes,2.0,yes,no
sukmajaya,1050000000,3.0,3.0,80.0,78.0,no,no,1.0,no,no
sukmajaya,1050000000,3.0,3.0,80.0,78.0,yes,no,1.0,no,no
bojongsari,1900000000,3.0,3.0,136.0,112.0,yes,yes,1.0,yes,no
pancoran mas,1800000000,5.0,5.0,250.0,150.0,no,no,1.0,no,no
tapos,1800000000,4.0,4.0,98.0,168.0,no,no,1.0,no,no
cilodong,880000000,3.0,2.0,70.0,71.0,no,no,1.0,no,no
sukmajaya,1100000000,2.0,1.0,50.0,90.0,no,no,1.0,no,no
cilodong,675000000,2.0,1.0,45.0,72.0,no,no,1.0,no,no
cilodong,1450000000,2.0,1.0,45.0,181.0,no,no,1.0,no,no
cilodong,850000000,3.0,1.0,45.0,90.0,no,no,1.0,no,no
cilodong,950000000,3.0,2.0,80.0,80.0,no,no,1.0,no,no
tapos,1100000000,2.0,2.0,87.0,90.0,no,no,1.0,no,no
cilodong,955000000,3.0,2.0,69.0,77.0,yes,yes,1.0,yes,yes
sukmajaya,650000000,2.0,1.0,36.0,42.0,no,no,1.0,no,no
pancoran mas,810000000,3.0,2.0,70.0,74.0,no,yes,1.0,yes,no
pancoran mas,600000000,2.0,1.0,42.0,68.0,no,yes,1.0,no,yes
cimanggis,1957500000,3.0,2.0,72.0,153.0,yes,yes,2.0,no,yes
cimanggis,1929500000,3.0,2.0,72.0,150.0,yes,yes,1.0,no,yes
cimanggis,892440000,2.0,1.0,42.0,68.0,yes,yes,1.0,no,yes
cilodong,1050000000,3.0,3.0,120.0,86.0,yes,yes,1.0,yes,yes
cilodong,670000000,2.0,1.0,40.0,94.0,no,no,1.0,no,yes
cimanggis,915000000,3.0,3.0,80.0,70.0,no,yes,1.0,yes,yes
cilodong,670000000,2.0,1.0,45.0,94.0,no,yes,1.0,no,yes
cilodong,670000000,2.0,1.0,45.0,90.0,yes,yes,1.0,no,yes
cilodong,670000000,2.0,1.0,45.0,90.0,yes,yes,1.0,yes,yes
tapos,925000000,3.0,3.0,80.0,81.0,no,yes,1.0,yes,yes
cilodong,925000000,3.0,3.0,80.0,80.0,no,yes,1.0,yes,yes
sukmajaya,915000000,3.0,3.0,80.0,90.0,no,yes,1.0,yes,yes
sukmajaya,685000000,2.0,2.0,50.0,82.0,yes,yes,1.0,no,yes
cilodong,900000000,3.0,3.0,85.0,75.0,yes,yes,1.0,yes,yes
cilodong,650000000,2.0,2.0,60.0,81.0,yes,yes,1.0,no,yes
cimanggis,951000000,3.0,2.0,66.0,86.0,no,no,1.0,no,no
sawangan,1295000000,1.0,1.0,63.0,126.0,no,no,2.0,no,no
bojongsari,1406000000,3.0,3.0,87.0,92.0,yes,yes,6.0,yes,no
depok,1664000000,4.0,4.0,97.0,112.0,yes,yes,8.0,yes,no
bojongsari,894000000,2.0,2.0,73.0,73.0,no,no,6.0,no,no
bojongsari,1286000000,3.0,3.0,87.0,77.0,yes,yes,7.0,yes,no
bojongsari,1454000000,3.0,3.0,87.0,98.0,yes,yes,7.0,yes,no
bojongsari,1406000000,3.0,3.0,87.0,92.0,yes,yes,7.0,yes,no
bojongsari,1170000000,3.0,2.0,73.0,72.0,yes,yes,6.0,yes,no
bojongsari,1372000000,3.0,2.0,73.0,66.0,yes,yes,6.0,yes,yes
cilodong,785000000,3.0,2.0,87.0,65.0,no,no,1.0,no,no
sukmajaya,931000000,3.0,2.0,66.0,72.0,yes,yes,1.0,yes,yes
bojongsari,1311000000,3.0,3.0,87.0,76.0,yes,yes,7.0,yes,no
depok,800000000,3.0,3.0,65.0,64.0,yes,yes,1.0,no,yes
sukmajaya,915000000,3.0,3.0,70.0,72.0,yes,yes,1.0,no,yes
pancoran mas,493000000,2.0,1.0,95.0,36.0,no,no,1.0,no,no
tapos,800000000,3.0,2.0,60.0,50.0,yes,yes,1.0,yes,no
cilodong,985000000,3.0,3.0,90.0,78.0,no,yes,2.0,no,yes
cimanggis,800000000,3.0,2.0,60.0,50.0,yes,yes,1.0,yes,no
cinere,11500000000,8.0,7.0,800.0,650.0,no,yes,1.0,no,no
cimanggis,880000000,3.0,2.0,72.0,65.0,no,no,1.0,no,no
sawangan,714500000,3.0,2.0,63.0,75.0,yes,yes,2.0,yes,yes
cimanggis,1400000000,3.0,2.0,103.0,55.0,yes,yes,1.0,yes,yes
cilodong,560000000,2.0,1.0,48.0,60.0,no,no,1.0,no,no
limo,1722000000,3.0,3.0,155.0,84.0,yes,yes,1.0,no,no
beji,1700000000,3.0,3.0,140.0,77.0,yes,no,1.0,no,no
cimanggis,1512000000,3.0,2.0,88.0,74.0,yes,no,1.0,no,yes
depok,945000000,3.0,3.0,101.0,68.0,no,no,1.0,no,no
depok,795000000,3.0,2.0,70.0,63.0,no,no,1.0,no,no
cinere,1850000000,4.0,5.0,130.0,100.0,no,no,2.0,no,no
cipayung,455000000,2.0,1.0,40.0,62.0,yes,yes,1.0,no,yes
tapos,760000000,3.0,2.0,47.0,45.0,yes,yes,1.0,yes,no
cimanggis,1153000000,3.0,2.0,70.0,70.0,yes,yes,1.0,yes,no
cimanggis,995000000,3.0,2.0,74.0,64.0,no,no,1.0,no,no
sawangan,348000000,2.0,1.0,32.0,60.0,yes,yes,1.0,no,yes
bojongsari,348000000,2.0,1.0,36.0,72.0,yes,yes,1.0,no,yes
sawangan,353000000,2.0,2.0,40.0,40.0,yes,no,1.0,yes,no
bojongsari,2900000000,4.0,4.0,180.0,144.0,yes,yes,2.0,yes,no
cimanggis,770000000,3.0,2.0,60.0,60.0,yes,yes,1.0,no,no
depok,1150000000,4.0,2.0,100.0,120.0,yes,yes,1.0,yes,yes
sawangan,741000000,2.0,2.0,55.0,63.0,no,no,1.0,no,no
cimanggis,966000000,2.0,1.0,42.0,82.0,no,no,1.0,no,no
depok,1200000000,2.0,2.0,65.0,90.0,no,no,1.0,no,no
sawangan,2500000000,4.0,3.0,160.0,200.0,no,no,2.0,no,no
cimanggis,595000000,3.0,2.0,60.0,52.0,no,no,1.0,no,no
cilodong,725000000,3.0,2.0,56.0,66.0,no,no,1.0,no,no
sawangan,780000000,3.0,2.0,73.0,72.0,no,no,1.0,no,no
depok,677000000,2.0,2.0,46.0,60.0,yes,yes,1.0,no,no
sukmajaya,2280000000,4.0,4.0,200.0,180.0,yes,yes,1.0,no,no
pancoran mas,660000000,3.0,1.0,45.0,80.0,yes,no,1.0,no,no
cimanggis,835250000,2.0,2.0,51.0,73.0,no,no,1.0,no,no
cilodong,769950000,3.0,2.0,60.0,60.0,no,no,1.0,no,no
sawangan,935000000,3.0,2.0,85.0,112.0,no,no,1.0,no,no
sawangan,822000000,3.0,2.0,70.0,63.0,no,no,1.0,no,no
pancoran mas,1250000000,3.0,2.0,100.0,73.0,no,no,2.0,no,no
depok,700000000,2.0,1.0,48.0,78.0,yes,yes,1.0,no,yes
cilodong,925000000,3.0,3.0,80.0,82.0,no,yes,1.0,no,no
cilodong,985000000,3.0,3.0,80.0,79.0,yes,yes,1.0,yes,yes
cilodong,1050000000,3.0,3.0,120.0,98.0,no,yes,1.0,no,yes
cilodong,735000000,2.0,2.0,60.0,72.0,yes,yes,1.0,no,yes
cilodong,925000000,3.0,3.0,80.0,80.0,yes,yes,1.0,yes,no
beji,1600000000,4.0,3.0,120.0,92.0,no,no,1.0,no,no
cilodong,763000000,3.0,2.0,64.0,70.0,yes,yes,1.0,yes,yes
cimanggis,795000000,3.0,2.0,56.0,60.0,no,yes,1.0,no,yes
cilodong,980000000,3.0,3.0,80.0,92.0,no,yes,1.0,no,no
cilodong,705000000,3.0,2.0,56.0,66.0,no,yes,1.0,no,yes
cilodong,850000000,2.0,1.0,72.0,92.0,no,no,1.0,no,no
cilodong,950000000,2.0,1.0,45.0,105.0,no,no,1.0,no,no
cilodong,850000000,3.0,2.0,44.0,72.0,no,no,1.0,no,no
sawangan,1800000000,4.0,3.0,120.0,112.0,yes,yes,1.0,no,yes
cinere,2200000000,4.0,3.0,125.0,166.0,no,yes,2.0,yes,yes
bojongsari,859000000,2.0,1.0,90.0,108.0,yes,yes,1.0,no,yes
bojongsari,1100000000,4.0,2.0,107.0,159.0,no,no,1.0,no,no
sawangan,660000000,2.0,1.0,50.0,82.0,no,no,1.0,no,no
depok,419000000,2.0,1.0,48.0,64.0,no,no,1.0,no,no
cilodong,970000000,3.0,3.0,80.0,78.0,no,no,1.0,no,no
cimanggis,1526200000,3.0,2.0,90.0,90.0,yes,yes,2.0,no,no
bojongsari,1197500000,3.0,2.0,75.0,84.0,no,yes,1.0,no,no
depok,1250000000,2.0,2.0,80.0,80.0,no,yes,1.0,no,no
bojongsari,1624000000,3.0,3.0,97.0,107.0,yes,yes,6.0,yes,no
bojongsari,1664000000,3.0,3.0,97.0,112.0,yes,yes,6.0,no,no
bojongsari,1712000000,4.0,4.0,97.0,118.0,yes,yes,8.0,yes,no
bojongsari,1664000000,4.0,4.0,97.0,112.0,yes,yes,8.0,yes,no
bojongsari,750000000,2.0,2.0,50.0,55.0,yes,yes,4.0,yes,no
bojongsari,711000000,2.0,2.0,45.0,44.0,yes,yes,3.0,yes,no
sawangan,786500000,3.0,3.0,50.0,70.0,yes,no,1.0,no,no
cilodong,898000000,3.0,2.0,85.0,75.0,no,no,1.0,no,no
cilodong,821500000,3.0,2.0,71.0,84.0,yes,no,1.0,no,no
bojongsari,3700000000,4.0,4.0,184.0,189.0,no,no,1.0,no,no
bojongsari,1800000000,10.0,3.0,120.0,149.0,no,no,1.0,no,no
cinere,7000000000,4.0,4.0,400.0,420.0,yes,no,2.0,yes,no
bojongsari,1150000000,3.0,3.0,95.0,164.0,yes,no,1.0,no,yes
cilodong,925000000,3.0,3.0,80.0,80.0,no,no,1.0,yes,yes
cilodong,735000000,2.0,2.0,50.0,72.0,yes,yes,1.0,no,yes
cilodong,915000000,3.0,3.0,70.0,80.0,yes,yes,1.0,yes,yes
sukmajaya,850000000,3.0,3.0,80.0,60.0,yes,yes,1.0,yes,yes
cilodong,670000000,2.0,1.0,40.0,90.0,yes,yes,1.0,no,yes
cilodong,670000000,2.0,1.0,45.0,90.0,no,yes,1.0,no,yes
bojongsari,1386000000,3.0,3.0,87.0,89.0,yes,yes,7.0,yes,no
tapos,500000000,3.0,2.0,60.0,50.0,no,no,1.0,no,no
cinere,3200000000,4.0,4.0,250.0,119.0,yes,no,2.0,no,no
cilodong,1200000000,3.0,3.0,110.0,106.0,no,no,2.0,no,no
cilodong,514000000,2.0,1.0,42.0,72.0,yes,yes,1.0,no,no
limo,1722000000,4.0,4.0,155.0,84.0,no,no,1.0,no,no
cimanggis,1800000000,7.0,4.0,300.0,132.0,yes,yes,2.0,yes,yes
depok,595400000,2.0,1.0,37.0,70.0,yes,yes,1.0,no,no
cipayung,500000000,2.0,1.0,36.0,72.0,yes,yes,1.0,no,yes
depok,890000000,3.0,3.0,65.0,70.0,yes,yes,1.0,yes,yes
cinere,245600000,2.0,1.0,36.0,60.0,no,yes,1.0,no,yes
cimanggis,619500000,3.0,2.0,54.0,71.0,no,yes,1.0,no,yes
cilodong,650000000,2.0,1.0,38.0,60.0,no,no,1.0,no,no
depok,973000000,3.0,2.0,70.0,78.0,yes,yes,1.0,yes,yes
cimanggis,1526000000,3.0,2.0,90.0,90.0,yes,yes,1.0,no,no
cimanggis,816575000,2.0,1.0,42.0,68.0,yes,yes,1.0,no,no
beji,1595000000,3.0,3.0,74.0,82.0,no,yes,1.0,no,yes
tapos,850000000,3.0,2.0,65.0,50.0,yes,yes,1.0,no,no
cimanggis,720000000,3.0,2.0,72.0,70.0,no,no,1.0,no,no
cilodong,827000000,3.0,2.0,66.0,68.0,no,no,1.0,no,no
sukmajaya,1680000000,4.0,4.0,119.0,120.0,no,no,2.0,no,no
cilodong,1100000000,3.0,2.0,100.0,144.0,no,no,1.0,no,no
cilodong,890000000,2.0,1.0,60.0,112.0,no,no,1.0,no,no
cimanggis,2900000000,5.0,4.0,240.0,198.0,no,no,1.0,no,no
cilodong,1650000000,5.0,3.0,140.0,105.0,no,no,1.0,no,no
cilodong,690000000,2.0,1.0,45.0,80.0,no,no,1.0,no,no
cilodong,1450000000,3.0,2.0,94.0,118.0,no,no,1.0,no,no
cimanggis,1900000000,4.0,4.0,200.0,180.0,no,no,2.0,no,no
tapos,540000000,2.0,1.0,45.0,73.0,yes,yes,1.0,no,no
cimanggis,740000000,3.0,2.0,64.0,55.0,no,no,1.0,no,no
bojongsari,1222500000,3.0,2.0,75.0,84.0,yes,yes,1.0,no,no
bojongsari,1454000000,3.0,3.0,87.0,98.0,yes,yes,6.0,yes,no
bojongsari,1382000000,3.0,3.0,87.0,89.0,yes,yes,6.0,yes,no
bojongsari,804000000,2.0,2.0,50.0,73.0,yes,yes,4.0,yes,no
bojongsari,1624000000,4.0,4.0,97.0,107.0,yes,yes,8.0,yes,no
bojongsari,814000000,2.0,2.0,45.0,52.0,yes,yes,3.0,yes,no
cilodong,985000000,3.0,3.0,70.0,112.0,no,no,1.0,no,no
cipayung,485000000,2.0,1.0,45.0,60.0,no,no,1.0,no,no
depok,465000000,2.0,1.0,45.0,60.0,no,yes,1.0,no,no
cimanggis,890000000,3.0,2.0,56.0,88.0,no,yes,1.0,no,no
pancoran mas,675000000,2.0,1.0,5.0,72.0,no,yes,1.0,no,no
sukmajaya,845000000,3.0,2.0,64.0,102.0,no,yes,1.0,no,no
cilodong,980000000,3.0,3.0,70.0,81.0,no,yes,1.0,no,yes
cilodong,960000000,3.0,3.0,69.0,78.0,no,yes,1.0,no,yes
bojongsari,1200000000,3.0,2.0,80.0,88.0,no,no,2.0,no,no
cilodong,1450000000,3.0,2.0,80.0,101.0,no,no,2.0,no,no
cimanggis,1495000000,2.0,2.0,118.0,90.0,no,no,1.0,no,no
cilodong,875000000,3.0,3.0,80.0,72.0,no,no,1.0,no,no
sukmajaya,899900000,3.0,3.0,80.0,75.0,no,yes,1.0,no,yes
cilodong,925000000,3.0,3.0,80.0,83.0,no,yes,1.0,yes,yes
sukmajaya,1050000000,3.0,3.0,80.0,87.0,yes,yes,1.0,yes,yes
cilodong,651000000,2.0,2.0,60.0,87.0,yes,yes,1.0,no,no
cilodong,925000000,3.0,3.0,80.0,82.0,yes,yes,1.0,yes,yes
cilodong,669000000,2.0,1.0,45.0,94.0,yes,yes,1.0,no,no
tapos,495000000,2.0,1.0,30.0,56.0,yes,yes,1.0,no,yes
sukmajaya,750000000,3.0,2.0,60.0,60.0,no,no,1.0,no,no
cinere,2150000000,5.0,3.0,200.0,120.0,yes,yes,1.0,no,yes
depok,895000000,3.0,2.0,70.0,73.0,no,yes,1.0,yes,no
sukmajaya,737000000,2.0,2.0,51.0,64.0,no,no,1.0,no,no
cimanggis,1740462500,4.0,3.0,100.0,78.0,no,no,1.0,no,no
sawangan,900000000,3.0,2.0,60.0,112.0,no,no,1.0,no,no
cilodong,685000000,2.0,2.0,60.0,90.0,no,no,1.0,no,no
cimanggis,3000000000,7.0,5.0,400.0,285.0,no,no,1.0,no,no
cimanggis,910000000,3.0,2.0,75.0,83.0,no,no,2.0,no,no
bojongsari,516000000,2.0,1.0,40.0,76.0,no,no,1.0,no,no
cimanggis,950750000,3.0,2.0,61.0,72.0,no,no,1.0,no,no
tapos,696000000,2.0,2.0,56.0,64.0,no,no,1.0,no,no
cimanggis,840000000,3.0,2.0,77.0,60.0,yes,yes,1.0,no,no
sawangan,400000000,2.0,1.0,40.0,61.0,no,no,1.0,no,no
cilodong,1195000000,3.0,2.0,85.0,107.0,yes,yes,1.0,yes,yes
sawangan,1900000000,5.0,4.0,270.0,150.0,no,no,2.0,no,yes
cilodong,781000000,2.0,1.0,48.0,81.0,yes,yes,1.0,no,no
depok,3400000000,4.0,4.0,185.0,160.0,no,yes,1.0,no,no
bojongsari,2000000000,4.0,3.0,149.0,128.0,yes,yes,2.0,yes,no
bojongsari,2300000000,3.0,3.0,136.0,112.0,yes,yes,2.0,yes,no
sukmajaya,1163880000,3.0,2.0,83.0,90.0,yes,yes,1.0,yes,yes
bojongsari,1020000000,2.0,2.0,40.0,84.0,yes,no,1.0,no,no
limo,1560000000,4.0,3.0,140.0,72.0,yes,no,1.0,no,no
cinere,1655000000,3.0,3.0,93.0,78.0,yes,no,1.0,no,no
cimanggis,1490400000,3.0,3.0,85.0,75.0,no,yes,1.0,no,no
cilodong,735000000,2.0,2.0,50.0,73.0,yes,no,1.0,no,yes
cilodong,925000000,3.0,3.0,80.0,81.0,no,yes,1.0,yes,yes
cilodong,650000000,2.0,2.0,60.0,86.0,yes,yes,1.0,no,yes
cilodong,676833000,2.0,1.0,38.0,72.0,no,no,1.0,no,yes
bojongsari,872500000,2.0,1.0,32.0,84.0,no,no,1.0,no,no
bojongsari,1900000000,3.0,3.0,110.0,98.0,no,no,1.0,no,no
cimanggis,900000000,3.0,3.0,78.0,101.0,yes,yes,1.0,yes,yes
pancoran mas,960000000,3.0,3.0,80.0,72.0,no,yes,1.0,no,no
cilodong,474000000,2.0,2.0,40.0,45.0,no,no,1.0,yes,no
cilodong,465000000,2.0,2.0,40.0,43.0,no,no,1.0,no,no
sawangan,530000000,2.0,1.0,45.0,84.0,yes,yes,1.0,no,yes
beji,895000000,3.0,3.0,90.0,57.0,yes,yes,1.0,yes,yes
tapos,1154000000,3.0,2.0,70.0,70.0,yes,yes,1.0,yes,no
depok,930000000,4.0,2.0,95.0,88.0,no,no,1.0,no,no
sukmajaya,4600000000,4.0,2.0,170.0,469.0,no,no,1.0,no,yes
cilodong,690000000,2.0,1.0,45.0,80.0,yes,yes,1.0,no,no
limo,1700000000,4.0,4.0,150.0,85.0,no,yes,1.0,yes,no
cimanggis,1290000000,3.0,2.0,93.0,72.0,yes,no,1.0,no,no
pancoran mas,949940000,3.0,3.0,81.0,58.0,yes,no,1.0,no,no
beji,1700000000,3.0,3.0,120.0,100.0,no,no,1.0,no,no
beji,1525000000,3.0,3.0,130.0,77.0,no,yes,1.0,no,no
cimanggis,766000000,3.0,2.0,62.0,50.0,no,no,1.0,no,no
cimanggis,761000000,3.0,2.0,47.0,45.0,yes,yes,1.0,yes,no
depok,1080000000,3.0,3.0,100.0,98.0,no,no,1.0,no,no
sawangan,390000000,2.0,1.0,50.0,72.0,no,no,1.0,no,no
cinere,1300000000,4.0,3.0,110.0,93.0,yes,no,2.0,no,no
cimanggis,958000000,3.0,2.0,61.0,78.0,no,no,2.0,yes,no
bojongsari,1900000000,3.0,3.0,105.0,96.0,no,no,1.0,no,no
bojongsari,1500000000,3.0,2.0,88.0,79.0,no,no,1.0,no,no
cimanggis,2070000000,3.0,2.0,96.0,153.0,yes,yes,2.0,yes,yes
cimanggis,2042080000,3.0,2.0,96.0,150.0,yes,yes,2.0,yes,yes
cimanggis,1929580000,3.0,2.0,72.0,150.0,yes,yes,2.0,no,yes
tapos,899000000,2.0,1.0,105.0,60.0,no,no,1.0,no,no
cilodong,780000000,3.0,1.0,58.0,98.0,no,no,1.0,no,no
sawangan,950000000,3.0,1.0,85.0,148.0,no,no,1.0,no,no
sukmajaya,1300000000,4.0,3.0,90.0,86.0,yes,yes,1.0,no,no
cilodong,1050000000,3.0,3.0,120.0,86.0,yes,no,1.0,yes,yes
cilodong,1100000000,3.0,3.0,120.0,90.0,yes,no,1.0,yes,yes
cilodong,670000000,2.0,1.0,50.0,92.0,no,yes,1.0,no,yes
sukmajaya,925000000,3.0,3.0,80.0,80.0,yes,yes,1.0,yes,yes
sukmajaya,1050000000,3.0,3.0,120.0,86.0,yes,yes,1.0,yes,yes
cilodong,1100000000,3.0,3.0,75.0,116.0,no,no,1.0,no,no
depok,631000000,3.0,2.0,42.0,44.0,yes,yes,1.0,no,no
cilodong,365000000,2.0,1.0,30.0,53.0,no,yes,1.0,no,yes
bojongsari,1624000000,3.0,3.0,97.0,101.0,yes,yes,6.0,yes,no
bojongsari,1664000000,4.0,4.0,97.0,112.0,yes,yes,6.0,yes,no
bojongsari,1327500000,3.0,3.0,87.0,79.0,yes,yes,6.0,yes,no
bojongsari,1624000000,4.0,4.0,97.0,107.0,yes,yes,7.0,yes,no
bojongsari,871000000,2.0,2.0,45.0,64.0,yes,yes,3.0,yes,no
bojongsari,1122000000,3.0,2.0,73.0,66.0,yes,yes,6.0,yes,no
limo,1722000000,3.0,3.0,155.0,84.0,yes,yes,4.0,yes,yes
cilodong,950000000,3.0,2.0,80.0,80.0,yes,yes,1.0,no,no
bojongsari,802000000,2.0,1.0,38.0,74.0,yes,yes,5.0,yes,no
tapos,3600000000,4.0,3.0,174.0,273.0,yes,no,1.0,no,no
bojongsari,750000000,2.0,2.0,80.0,150.0,no,no,1.0,no,no
cilodong,925000000,3.0,3.0,80.0,83.0,no,yes,1.0,no,yes
cilodong,1050000000,3.0,3.0,90.0,78.0,yes,yes,2.0,yes,yes
sukmajaya,898000000,3.0,3.0,80.0,75.0,no,yes,1.0,yes,yes
cilodong,1050000000,3.0,3.0,80.0,78.0,yes,yes,1.0,yes,no
cilodong,682000000,2.0,2.0,60.0,82.0,yes,yes,1.0,no,yes
cilodong,850000000,3.0,3.0,80.0,68.0,yes,yes,1.0,yes,yes
sukmajaya,849000000,3.0,3.0,80.0,70.0,yes,yes,1.0,yes,yes
cilodong,898000000,3.0,3.0,80.0,72.0,yes,yes,1.0,yes,yes
bojongsari,3700000000,4.0,4.0,184.0,189.0,yes,yes,2.0,yes,yes
cilodong,700000000,2.0,1.0,36.0,60.0,no,yes,1.0,no,no
depok,1258750000,3.0,3.0,90.0,90.0,yes,yes,1.0,no,no
depok,794117600,2.0,1.0,38.0,60.0,no,no,1.0,no,no
cimanggis,740000000,3.0,2.0,63.0,52.0,no,no,1.0,no,no
cimanggis,830000000,3.0,2.0,70.0,86.0,no,no,2.0,no,no
cimanggis,926100000,3.0,3.0,72.0,76.0,no,no,2.0,no,no
cinere,1770000000,4.0,4.0,110.0,84.0,no,no,2.0,no,no
sawangan,725000000,2.0,1.0,45.0,82.0,no,no,1.0,no,no
beji,1162000000,3.0,2.0,72.0,77.0,no,no,1.0,no,no
bojongsari,697000000,2.0,2.0,60.0,68.0,no,no,1.0,no,no
cimanggis,1198000000,2.0,1.0,61.0,90.0,yes,yes,1.0,no,no
sawangan,457900000,2.0,2.0,40.0,60.0,no,no,1.0,no,no
cilodong,559000000,2.0,2.0,40.0,68.0,no,no,1.0,no,no
sawangan,416000000,2.0,2.0,40.0,52.0,no,no,1.0,no,no
bojongsari,1386000000,3.0,3.0,87.0,77.0,no,no,2.0,no,no
beji,1650000000,3.0,2.0,120.0,150.0,no,no,1.0,no,no
sukmajaya,1300000000,2.0,1.0,70.0,170.0,no,no,1.0,no,no
bojongsari,530000000,2.0,1.0,45.0,81.0,no,no,1.0,no,no
sawangan,395000000,2.0,1.0,42.0,53.0,no,no,1.0,no,no
depok,1300000000,3.0,3.0,120.0,90.0,no,no,1.0,no,no
cimanggis,800000000,2.0,2.0,51.0,728000.0,no,no,2.0,no,no
beji,998000000,3.0,3.0,96.0,66.0,yes,yes,1.0,no,yes
cinere,2600000000,2.0,3.0,150.0,113.0,no,no,1.0,no,no
cilodong,810000000,2.0,1.0,36.0,90.0,no,no,1.0,no,no
cilodong,1000000000,3.0,2.0,70.0,120.0,no,no,1.0,no,no
cilodong,1275000000,4.0,2.0,100.0,135.0,no,no,1.0,no,no
cilodong,890000000,2.0,1.0,45.0,126.0,no,no,1.0,no,no
cilodong,800000000,2.0,1.0,45.0,84.0,no,no,1.0,no,no
cilodong,2400000000,3.0,2.0,80.0,164.0,no,no,1.0,no,no
cimanggis,750000000,3.0,2.0,57.0,60.0,yes,yes,2.0,no,no
sukmajaya,890000000,3.0,2.0,61.0,71.0,no,yes,1.0,no,no
pancoran mas,619500000,2.0,1.0,38.0,75.0,no,no,1.0,no,no
cipayung,330000000,2.0,1.0,40.0,60.0,no,yes,1.0,no,no
bojongsari,1260000000,3.0,2.0,95.0,164.0,yes,no,1.0,no,no
cilodong,1380000000,3.0,2.0,90.0,72.0,yes,no,1.0,no,no
cimanggis,1050000000,5.0,2.0,154.0,83.0,yes,no,1.0,yes,no
depok,654000000,2.0,1.0,38.0,68.0,yes,yes,1.0,yes,yes
sawangan,755500000,3.0,2.0,56.0,65.0,yes,yes,1.0,yes,yes
tapos,498000000,2.0,1.0,30.0,57.0,yes,yes,1.0,no,yes
cilodong,780000000,4.0,1.0,58.0,98.0,no,no,1.0,no,no
limo,999000000,4.0,3.0,72.0,96.0,no,no,1.0,no,no
cinere,1500000000,3.0,2.0,90.0,70.0,no,no,1.0,no,no
pancoran mas,930550000,2.0,1.0,40.0,83.0,no,yes,1.0,no,no
cimanggis,1579620000,3.0,2.0,88.0,143.0,no,no,1.0,no,no
cimanggis,1963880000,3.0,3.0,150.0,163.0,yes,no,1.0,no,no
beji,1420000000,3.0,3.0,110.0,82.0,no,no,1.0,no,no
cimanggis,1375000000,3.0,2.0,95.0,74.0,yes,no,1.0,no,no
pancoran mas,1150000000,3.0,2.0,100.0,70.0,no,no,1.0,no,no
beji,1350000000,3.0,3.0,120.0,72.0,yes,no,1.0,no,yes
beji,1050000000,3.0,3.0,115.0,73.0,no,no,1.0,no,no
limo,1250000000,3.0,3.0,105.0,85.0,no,yes,1.0,no,no
cimanggis,865000000,3.0,2.0,76.0,58.0,yes,no,1.0,no,no
cilodong,790000000,3.0,2.0,60.0,46.0,no,no,1.0,no,no
cimanggis,897000000,3.0,2.0,70.0,65.0,no,no,1.0,no,no
cimanggis,1300000000,3.0,2.0,88.0,112.0,no,no,1.0,no,yes
cipayung,185000000,2.0,1.0,36.0,50.0,yes,no,1.0,no,yes
depok,606000000,3.0,2.0,56.0,60.0,no,no,1.0,no,no
depok,720000000,2.0,1.0,60.0,75.0,no,no,1.0,no,no
cipayung,495000000,2.0,1.0,54.0,78.0,no,yes,1.0,no,no
depok,999000000,3.0,2.0,80.0,78.0,no,no,1.0,no,no
depok,842000000,3.0,2.0,70.0,88.0,no,no,1.0,no,no
